4.166262054443359375e+01,6.435243129730224609e+00,1.457874488830566406e+01,2.422240447998046875e+01,6.293369770050048828e+00,3.527568101882934570e+00,5.217623138427734375e+01,1.108674545288085938e+02,1.249345779418945312e+01,4.597607040405273438e+01,1.244222793579101562e+02,1.405490779876708984e+01,1.057101917266845703e+01,1.202877235412597656e+01,8.585592269897460938e+00,9.000000000000000000e+00
3.267345046997070312e+01,1.878433990478515625e+01,2.295559310913085938e+01,3.388608169555664062e+01,6.920464038848876953e+00,7.431623458862304688e+00,4.815425491333007812e+01,3.892975330352783203e+00,3.264655685424804688e+01,9.372443389892578125e+01,8.601786041259765625e+01,5.352094650268554688e+01,1.037824859619140625e+02,7.962354278564453125e+01,6.331335449218750000e+01,4.000000000000000000e+00
3.021145820617675781e+01,1.688387870788574219e+01,2.340057563781738281e+01,3.414147949218750000e+01,7.190569877624511719e+00,8.528545379638671875e+00,4.934702301025390625e+01,5.143414020538330078e+00,3.084892272949218750e+01,9.459417724609375000e+01,8.514099121093750000e+01,5.210625457763671875e+01,1.035787506103515625e+02,7.929689025878906250e+01,6.184205245971679688e+01,4.000000000000000000e+00
2.966777610778808594e+01,1.817669296264648438e+01,2.260156822204589844e+01,3.426664352416992188e+01,8.431572914123535156e+00,8.990277290344238281e+00,3.982264709472656250e+01,2.648946762084960938e+00,1.874154281616210938e+01,9.282136535644531250e+01,8.367667388916015625e+01,4.792423629760742188e+01,1.023917388916015625e+02,7.877218627929687500e+01,6.062991714477539062e+01,4.000000000000000000e+00
2.750898742675781250e+01,1.548350715637207031e+01,2.152527618408203125e+01,3.124078178405761719e+01,7.693669319152832031e+00,1.053485202789306641e+01,4.095174407958984375e+01,3.982481002807617188e+00,1.842012023925781250e+01,9.526692962646484375e+01,8.121812438964843750e+01,5.161832809448242188e+01,1.029115676879882812e+02,7.662343597412109375e+01,6.497290039062500000e+01,4.000000000000000000e+00
2.898848152160644531e+01,1.680403327941894531e+01,1.945866012573242188e+01,3.018417549133300781e+01,6.462810993194580078e+00,1.084891510009765625e+01,4.171613311767578125e+01,4.169449329376220703e+00,1.696230316162109375e+01,9.633740234375000000e+01,8.076043701171875000e+01,5.235887145996093750e+01,1.032222518920898438e+02,7.429469299316406250e+01,6.727923583984375000e+01,4.000000000000000000e+00
2.924988365173339844e+01,1.760723304748535156e+01,1.849123382568359375e+01,2.924650573730468750e+01,5.620453357696533203e+00,1.147093582153320312e+01,4.218339538574218750e+01,4.623911857604980469e+00,1.753947830200195312e+01,9.775698852539062500e+01,7.936081695556640625e+01,5.072880172729492188e+01,1.047986450195312500e+02,7.537113952636718750e+01,6.544044494628906250e+01,4.000000000000000000e+00
2.950368118286132812e+01,1.648055267333984375e+01,1.764361000061035156e+01,2.703462219238281250e+01,5.874977111816406250e+00,1.208929538726806641e+01,4.180305862426757812e+01,6.345518589019775391e+00,1.896381378173828125e+01,9.726264190673828125e+01,7.846802520751953125e+01,5.266151428222656250e+01,1.042528152465820312e+02,7.401558685302734375e+01,6.774568939208984375e+01,4.000000000000000000e+00
3.060090637207031250e+01,1.858635139465332031e+01,1.646994590759277344e+01,2.831514167785644531e+01,6.234004020690917969e+00,1.138549232482910156e+01,4.055551147460937500e+01,5.443328380584716797e+00,1.953902626037597656e+01,9.684494781494140625e+01,8.023270416259765625e+01,5.255321502685546875e+01,1.043896102905273438e+02,7.550024414062500000e+01,6.632563018798828125e+01,4.000000000000000000e+00
3.172497940063476562e+01,1.849577331542968750e+01,1.392923355102539062e+01,2.676100730895996094e+01,5.322543144226074219e+00,9.887604713439941406e+00,3.669261550903320312e+01,4.838985919952392578e+00,1.917349624633789062e+01,9.493457794189453125e+01,8.282204437255859375e+01,4.776202774047851562e+01,1.044650497436523438e+02,7.500698089599609375e+01,6.110556030273437500e+01,4.000000000000000000e+00
3.047685813903808594e+01,1.627088928222656250e+01,1.520004177093505859e+01,2.718533897399902344e+01,5.993790149688720703e+00,1.080496978759765625e+01,4.044889831542968750e+01,7.348308563232421875e+00,2.156458854675292969e+01,9.511371612548828125e+01,8.095190429687500000e+01,4.818328475952148438e+01,1.035663299560546875e+02,7.397724914550781250e+01,6.099429321289062500e+01,4.000000000000000000e+00
3.279143142700195312e+01,1.107813930511474609e+01,5.101225376129150391e+00,2.691662025451660156e+01,1.443188381195068359e+01,8.908927917480468750e+00,3.640331649780273438e+01,1.087931442260742188e+01,1.605814361572265625e+01,8.309358978271484375e+01,8.364773559570312500e+01,4.298406982421875000e+01,8.789008331298828125e+01,7.839600372314453125e+01,4.713351821899414062e+01,4.000000000000000000e+00
3.276181793212890625e+01,1.092493343353271484e+01,6.736039161682128906e+00,2.742849922180175781e+01,1.501235294342041016e+01,7.488065719604492188e+00,3.567934036254882812e+01,8.443800926208496094e+00,1.491345214843750000e+01,8.090428924560546875e+01,8.580361175537109375e+01,4.370186996459960938e+01,8.575159454345703125e+01,8.099728393554687500e+01,4.803532409667968750e+01,4.000000000000000000e+00
3.201206207275390625e+01,1.037746620178222656e+01,9.388789176940917969e+00,2.852111053466796875e+01,1.454938983917236328e+01,8.179126739501953125e+00,3.989421463012695312e+01,8.288024902343750000e+00,1.723840332031250000e+01,8.235533905029296875e+01,8.379598236083984375e+01,4.565093612670898438e+01,8.748144531250000000e+01,7.743037414550781250e+01,5.155005264282226562e+01,4.000000000000000000e+00
3.384755325317382812e+01,9.787523269653320312e+00,3.068724870681762695e+00,2.576772499084472656e+01,6.247266769409179688e+00,9.752517700195312500e+00,6.869609069824218750e+01,8.415029907226562500e+01,6.842793273925781250e+01,8.608760833740234375e+01,8.380513000488281250e+01,6.230831527709960938e+01,8.772681427001953125e+01,7.714330291748046875e+01,6.137011718750000000e+01,4.000000000000000000e+00
3.396096801757812500e+01,9.481906890869140625e+00,4.100557327270507812e+00,2.608613586425781250e+01,8.691472053527832031e+00,9.083098411560058594e+00,5.625836944580078125e+01,4.055017471313476562e+01,1.032556610107421875e+02,8.440081787109375000e+01,8.500321960449218750e+01,5.684106063842773438e+01,8.660958099365234375e+01,7.860291290283203125e+01,5.866551208496093750e+01,4.000000000000000000e+00
3.223657608032226562e+01,1.005242538452148438e+01,1.112575626373291016e+01,3.010564804077148438e+01,1.631920051574707031e+01,6.877123832702636719e+00,3.732997131347656250e+01,7.141978263854980469e+00,1.271613502502441406e+01,8.194168090820312500e+01,8.545821380615234375e+01,4.426053619384765625e+01,8.877874755859375000e+01,7.897686767578125000e+01,5.065521240234375000e+01,4.000000000000000000e+00
3.426690673828125000e+01,1.021734619140625000e+01,5.393164157867431641e+00,3.028967475891113281e+01,1.711215591430664062e+01,7.201676845550537109e+00,3.609761047363281250e+01,6.540166854858398438e+00,1.344143104553222656e+01,7.943978118896484375e+01,8.565808105468750000e+01,4.430795669555664062e+01,8.643773651123046875e+01,7.947522735595703125e+01,4.959267807006835938e+01,4.000000000000000000e+00
3.352730941772460938e+01,1.011508941650390625e+01,5.277963638305664062e+00,2.911896896362304688e+01,1.522713565826416016e+01,7.792510509490966797e+00,3.779344177246093750e+01,5.917855262756347656e+00,1.659476280212402344e+01,8.047357177734375000e+01,8.523734283447265625e+01,4.539895248413085938e+01,8.598146057128906250e+01,7.973773956298828125e+01,5.080090713500976562e+01,4.000000000000000000e+00
3.289815139770507812e+01,1.133101844787597656e+01,7.084973335266113281e+00,2.795705795288085938e+01,1.614452934265136719e+01,8.375075340270996094e+00,3.515001678466796875e+01,7.746252536773681641e+00,1.603503227233886719e+01,8.053815460205078125e+01,8.513682556152343750e+01,4.325277328491210938e+01,8.549952697753906250e+01,7.911067962646484375e+01,4.578816986083984375e+01,4.000000000000000000e+00
